Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Average,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Intermediate,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Excellent,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Not Interested,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Poor,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Beginner,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Intermediate,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Average,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Intermediate,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Excellent,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Not Interested,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Poor,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Beginner,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Intermediate,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Beginner,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Average,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Intermediate,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Excellent,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Not Interested,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Poor,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Beginner,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Intermediate,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Average,Professional,Average,Average,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Professional,Not Interested,Not Interested,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Beginner,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Average,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Intermediate,Professional,Poor,Poor,Data Science and Advanced Analytics
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Excellent,Professional,Poor,Poor,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Professional,Beginner,Beginner,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Not Interested,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Poor,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Beginner,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Intermediate,Professional,Average,Average,Data Science and Advanced Analytics
Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Professional,Average,Average,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Data Science and Advanced Analytics
